user_id,book_id,book_title,rating
Hannah Azerang,5297,The Picture of Dorian Gray,5
Barry Pierce,5297,The Picture of Dorian Gray,4
Lisa of Troy,5297,The Picture of Dorian Gray,5
Henry Avila,5297,The Picture of Dorian Gray,4
Petra X,5297,The Picture of Dorian Gray,5
zee reads,5297,The Picture of Dorian Gray,4
Jim Fonseca,5297,The Picture of Dorian Gray,5
Danielle The Book Huntress,5297,The Picture of Dorian Gray,5
jessica yeung,5297,The Picture of Dorian Gray,5
Elyse Walters,5297,The Picture of Dorian Gray,5
Mario the lone bookwolf,5297,The Picture of Dorian Gray,4
Sasha Alsberg,28187,The Lightning Thief,5
Emily May,28187,The Lightning Thief,4
Federico DN,28187,The Lightning Thief,4
Mark Lawrence,28187,The Lightning Thief,5
Tharindu Dissanayake,28187,The Lightning Thief,4
Lisa of Troy,28187,The Lightning Thief,5
Mario the lone bookwolf,28187,The Lightning Thief,5
jessica yeung,28187,The Lightning Thief,4
Emily May,6185,Wuthering Heights,5
Lisa of Troy,6185,Wuthering Heights,5
Sean Barrs,6185,Wuthering Heights,2
Ali L,6185,Wuthering Heights,4
Henry Avila,6185,Wuthering Heights,5
Nilufer Ozmekik,6185,Wuthering Heights,5
Carolyn Marie,6185,Wuthering Heights,5
Sava Hecht,370493,The Giving Tree,1
Federico DN,370493,The Giving Tree,5
Lisa of Troy,370493,The Giving Tree,1
Robin Hobb,370493,The Giving Tree,4
Taufiq Yves,370493,The Giving Tree,2
Skylar Burris,370493,The Giving Tree,5
Brian Yahn,370493,The Giving Tree,5
Nilesh Kashyap,370493,The Giving Tree,1
Carolyn Marie,370493,The Giving Tree,5
John Mauro,370493,The Giving Tree,5
Jan Bednarczuk,370493,The Giving Tree,1
Hannah Azerang,2,Harry Potter and the Order of the Phoenix,5
Sasha Alsberg,2,Harry Potter and the Order of the Phoenix,5
Tharindu Dissanayake,2,Harry Potter and the Order of the Phoenix,5
Sean Barrs,2,Harry Potter and the Order of the Phoenix,5
Natasha Polis,2,Harry Potter and the Order of the Phoenix,5
Nilufer Ozmekik,2,Harry Potter and the Order of the Phoenix,5
Miranda Reads,2,Harry Potter and the Order of the Phoenix,5
Luca Ambrosino,2,Harry Potter and the Order of the Phoenix,5
Chelsea Humphrey,2,Harry Potter and the Order of the Phoenix,4
Sandee is Reading,22628,The Perks of Being a Wallflower,5
Emily May,22628,The Perks of Being a Wallflower,1
Emma Giordano,22628,The Perks of Being a Wallflower,5
Shawn McComb,22628,The Perks of Being a Wallflower,5
Lisa of Troy,22628,The Perks of Being a Wallflower,3
jessica yeung,22628,The Perks of Being a Wallflower,5
Nilufer Ozmekik,22628,The Perks of Being a Wallflower,4
Tola Grupa,22628,The Perks of Being a Wallflower,3
Kristen Christen,22628,The Perks of Being a Wallflower,5
Eve Hogan,18405,Gone with the Wind,5
Lisa of Troy,18405,Gone with the Wind,5
Justin Tate,18405,Gone with the Wind,5
Lisa Kay,18405,Gone with the Wind,5
Andy Marr,18405,Gone with the Wind,1
Tharindu Dissanayake,18405,Gone with the Wind,5
Michael Finocchiaro,18405,Gone with the Wind,5
Zen Cho,18405,Gone with the Wind,1
El Librero de Valentina,18405,Gone with the Wind,5
Helene Jeppesen,18405,Gone with the Wind,5
Glenn Sumi,18405,Gone with the Wind,5
Vit Babenco,18405,Gone with the Wind,1
Luffy Sempai,18405,Gone with the Wind,5
Magrat Ajostiernos,18405,Gone with the Wind,5
Federico DN,157993,The Little Prince,5
Lisa of Troy,157993,The Little Prince,5
jessica yeung,157993,The Little Prince,5
Mario the lone bookwolf,157993,The Little Prince,5
Julie G,157993,The Little Prince,5
Steven Medina,157993,The Little Prince,1
Kai Spellmeier,157993,The Little Prince,4
Nilufer Ozmekik,157993,The Little Prince,5
Paul Bryant,157993,The Little Prince,2
Vit Babenco,157993,The Little Prince,5
Nandakishore Mridula,157993,The Little Prince,5
Jeffrey Keeten,10210,Jane Eyre,5
Sean Barrs,10210,Jane Eyre,5
Miranda Reads,10210,Jane Eyre,5
Ruby Granger,10210,Jane Eyre,5
Lucy Dacus,10210,Jane Eyre,5
jessica yeung,10210,Jane Eyre,5
Lisa of Troy,10210,Jane Eyre,4
Emily May,10210,Jane Eyre,5
Dana Ilie,10210,Jane Eyre,5
Gabriella Risatti,10210,Jane Eyre,1
Henry Avila,10210,Jane Eyre,5
El Librero de Valentina,10210,Jane Eyre,5
Magrat Ajostiernos,10210,Jane Eyre,5
Sean Barrs,4671,The Great Gatsby,3
Lisa of Troy,4671,The Great Gatsby,5
Vit Babenco,4671,The Great Gatsby,5
Miranda Reads,4671,The Great Gatsby,2
Paul Bryant,4671,The Great Gatsby,3
Henry Avila,4671,The Great Gatsby,5
Hannah Azerang,4671,The Great Gatsby,5
Luca Ambrosino,4671,The Great Gatsby,4
jessica yeung,4671,The Great Gatsby,4
Paul Bryant,7144,Crime and Punishment,5
Emily May,7144,Crime and Punishment,5
Jim Fonseca,7144,Crime and Punishment,5
Tola Grupa,7144,Crime and Punishment,5
Shawn McComb,7144,Crime and Punishment,5
Sherif Metwaly,7144,Crime and Punishment,5
Lisa of Troy,968,The Da Vinci Code,2
Mohammed Arabey,968,The Da Vinci Code,5
Mario the lone bookwolf,968,The Da Vinci Code,4
Ahmad Ebaid,968,The Da Vinci Code,5
Will Byrnes,968,The Da Vinci Code,4
Tharindu Dissanayake,968,The Da Vinci Code,3
Issa Deerbany,968,The Da Vinci Code,5
Ninoska Goris,968,The Da Vinci Code,5
Federico DN,13335037,Divergent,5
mark monday,13335037,Divergent,2
Miranda Reads,13335037,Divergent,1
Kat Kennedy,13335037,Divergent,5
Rick Riordan,13335037,Divergent,4
Emily May,13335037,Divergent,4
Wendy Darling,13335037,Divergent,4
Steph Sinclair,13335037,Divergent,4
Jessica Edwards,13335037,Divergent,4
Nilufer Ozmekik,13335037,Divergent,4
Liz Lynch,929,Memoirs of a Geisha,3
Jeffrey Keeten,929,Memoirs of a Geisha,4
Lisa of Troy,929,Memoirs of a Geisha,2
Mario the lone bookwolf,929,Memoirs of a Geisha,5
Henry Avila,929,Memoirs of a Geisha,4
Elyse Walters,929,Memoirs of a Geisha,5
Sean Barrs,929,Memoirs of a Geisha,2
Luffy Sempai,929,Memoirs of a Geisha,2
Clumsy Storyteller,929,Memoirs of a Geisha,4
Salwa Marwan,929,Memoirs of a Geisha,4
Miranda Reads,8127,Anne of Green Gables,5
Nilufer Ozmekik,8127,Anne of Green Gables,5
Tharindu Dissanayake,8127,Anne of Green Gables,5
Lisa of Troy,8127,Anne of Green Gables,4
Cindy Rollins,8127,Anne of Green Gables,5
Bill Kerwin,865,The Alchemist,1
Lujayn Alyamani,865,The Alchemist,5
Nilufer Ozmekik,865,The Alchemist,5
Federico DN,865,The Alchemist,4
Nandakishore Mridula,865,The Alchemist,1
Mohammed Arabey,865,The Alchemist,5
Mohammed Ali,865,The Alchemist,1
jessica yeung,865,The Alchemist,3
Dez the Bookworm,865,The Alchemist,5
Emily May,7624,Lord of the Flies,4
Lisa of Troy,7624,Lord of the Flies,3
Sean Barrs,7624,Lord of the Flies,4
Vit Babenco,7624,Lord of the Flies,5
Mario the lone bookwolf,7624,Lord of the Flies,1
Valeriu Gherghel,7624,Lord of the Flies,4
Henry Avila,7624,Lord of the Flies,4
Taufiq Yves,7624,Lord of the Flies,5
Glenn Sumi,7624,Lord of the Flies,5
Bill Kerwin,18135,Romeo and Juliet,5
Sean Barrs,18135,Romeo and Juliet,5
jessica yeung,18135,Romeo and Juliet,5
Emily May,18135,Romeo and Juliet,4
Lauren Riess,18135,Romeo and Juliet,1
Bionic Jean,18135,Romeo and Juliet,5
Jennifer Wright,18135,Romeo and Juliet,1
Henry Avila,18135,Romeo and Juliet,5
Paul Haspel,18135,Romeo and Juliet,5
Sean Barrs,5129,Brave New World,5
Emily May,5129,Brave New World,1
Vit Babenco,5129,Brave New World,5
Lisa of Troy,5129,Brave New World,5
Mario the lone bookwolf,5129,Brave New World,4
Leonard Gaya,5129,Brave New World,4
Steven Medina,5129,Brave New World,5
Jeffrey Keeten,5129,Brave New World,4
Elyse Walters,5129,Brave New World,4
Federico DN,5129,Brave New World,3
Kat Kennedy,256683,City of Bones,1
Cindy Pham,256683,City of Bones,3
Rick Riordan,256683,City of Bones,4
Emma Giordano,256683,City of Bones,5
Miranda Reads,256683,City of Bones,3
Emmy Rosam,256683,City of Bones,4
Sasha Alsberg,256683,City of Bones,5
Chelsea Humphrey,256683,City of Bones,4
shady boots,256683,City of Bones,1
Jessica Olson,256683,City of Bones,4
jessica yeung,256683,City of Bones,3
Lisa of Troy,4667024,The Help,5
Will Byrnes,4667024,The Help,4
Miranda Reads,4667024,The Help,4
Kristi Siegel,4667024,The Help,2
jessica yeung,4667024,The Help,3
Dana Ilie,4667024,The Help,5
Tina Loves To Read,4667024,The Help,5
Taufiq Yves,4667024,The Help,5
Jonathan Terrington,17245,Dracula,5
Federico DN,17245,Dracula,4
Lisa of Troy,17245,Dracula,1
Miranda Reads,17245,Dracula,4
Sean Barrs,17245,Dracula,5
El Librero de Valentina,17245,Dracula,5
Theo Nixon,17245,Dracula,1
Julia Ash,17245,Dracula,5
Luffy Sempai,17245,Dracula,5
Justin Tate,17245,Dracula,5
Mohammed Arabey,40961427,1984,5
Federico DN,40961427,1984,4
Bill Kerwin,40961427,1984,5
John Wiswell,40961427,1984,2
Emily May,40961427,1984,5
Christy Stewart,40961427,1984,1
Sean Barrs,40961427,1984,4
Leonard Gaya,40961427,1984,5
Mario the lone bookwolf,40961427,1984,5
Emily May,13079982,Fahrenheit 451,2
Sean Barrs,13079982,Fahrenheit 451,5
Lisa of Troy,13079982,Fahrenheit 451,5
Vit Babenco,13079982,Fahrenheit 451,5
Mario the lone bookwolf,13079982,Fahrenheit 451,4
Federico DN,13079982,Fahrenheit 451,3
Brady Lockerby,13079982,Fahrenheit 451,3
Petra X,13079982,Fahrenheit 451,5
Henry Avila,13079982,Fahrenheit 451,4
Sean Barrs,890,Of Mice and Men,5
Lisa of Troy,890,Of Mice and Men,5
Vit Babenco,890,Of Mice and Men,5
Federico DN,890,Of Mice and Men,4
Metodi Markov,890,Of Mice and Men,5
Kimber Silver,890,Of Mice and Men,5
Kevin Ansbro,890,Of Mice and Men,5
mark monday,5107,The Catcher in the Rye,5
Lisa of Troy,5107,The Catcher in the Rye,4
Paul Bryant,5107,The Catcher in the Rye,1
Big Red,5107,The Catcher in the Rye,5
Vit Babenco,5107,The Catcher in the Rye,5
Nilufer Ozmekik,5107,The Catcher in the Rye,4
Mario the lone bookwolf,5107,The Catcher in the Rye,3
Henry Avila,5107,The Catcher in the Rye,4
andrea hartmann,5107,The Catcher in the Rye,1
Mark Lawrence,5107,The Catcher in the Rye,5
Carolyn Marie,5107,The Catcher in the Rye,4
Mohammad Hrabal,5107,The Catcher in the Rye,5
Miranda Reads,1934,Little Women,5
Nilufer Ozmekik,1934,Little Women,5
Lala BooksandLala,1934,Little Women,5
Lisa of Troy,1934,Little Women,5
jessica yeung,1934,Little Women,4
Emily May,1934,Little Women,1
Ruby Granger,1934,Little Women,4
Carolyn Marie,1934,Little Women,5
El Librero de Valentina,1934,Little Women,4
Angela M,1934,Little Women,4
marta the book slayer,1934,Little Women,2
Meg Sherman,320,One Hundred Years of Solitude,5
Vit Babenco,320,One Hundred Years of Solitude,5
Sean Barrs,320,One Hundred Years of Solitude,3
Mohammed Arabey,320,One Hundred Years of Solitude,5
Gaurav Sagar,320,One Hundred Years of Solitude,5
Kevin Ansbro,320,One Hundred Years of Solitude,5
Henry Avila,320,One Hundred Years of Solitude,5
Valeriu Gherghel,320,One Hundred Years of Solitude,4
Kimber Silver,320,One Hundred Years of Solitude,5
Mutasim Billah,320,One Hundred Years of Solitude,5
Tharindu Dissanayake,128029,A Thousand Splendid Suns,5
Emily May,128029,A Thousand Splendid Suns,4
Lisa of Troy,128029,A Thousand Splendid Suns,3
Ahmed Ibrahim,128029,A Thousand Splendid Suns,4
Henry Avila,128029,A Thousand Splendid Suns,4
jessica yeung,128029,A Thousand Splendid Suns,4
Taufiq Yves,128029,A Thousand Splendid Suns,1
Lisa of Troy,231804,The Outsiders,1
Vit Babenco,231804,The Outsiders,2
Taufiq Yves,231804,The Outsiders,4
Katie Colson,231804,The Outsiders,4
Duane Parker,231804,The Outsiders,5
Jerome Otte,231804,The Outsiders,1
Lisa of Troy,2998,The Secret Garden,5
Miranda Reads,2998,The Secret Garden,5
Ruby Granger,2998,The Secret Garden,5
Lala BooksandLala,2998,The Secret Garden,4
Henry Avila,2998,The Secret Garden,4
Gavin Hetherington,2998,The Secret Garden,2
Brian Yahn,2998,The Secret Garden,2
Victoria Schwab,2998,The Secret Garden,5
Dannii Elle,2998,The Secret Garden,4
Emily May,21787,The Princess Bride,5
Miranda Reads,21787,The Princess Bride,5
Nilufer Ozmekik,21787,The Princess Bride,5
Petra X,21787,The Princess Bride,1
Sophia Triad,21787,The Princess Bride,5
Dez the Bookworm,21787,The Princess Bride,4
Mark Lawrence,13496,A Game of Thrones,5
Miranda Reads,13496,A Game of Thrones,5
Emily May,13496,A Game of Thrones,4
Lisa of Troy,13496,A Game of Thrones,5
Sean Barrs,13496,A Game of Thrones,5
Mohammed Arabey,13496,A Game of Thrones,5
Mario the lone bookwolf,13496,A Game of Thrones,5
Kai Spellmeier,13496,A Game of Thrones,5
mark monday,13496,A Game of Thrones,5
Whitney Atkinson,13496,A Game of Thrones,4
Chelsea Humphrey,13496,A Game of Thrones,3
Julie G,18619684,The Time Traveler's Wife,5
Shan B,18619684,The Time Traveler's Wife,1
Heidi Wiechert,18619684,The Time Traveler's Wife,1
Nilufer Ozmekik,18619684,The Time Traveler's Wife,5
Taufiq Yves,18619684,The Time Traveler's Wife,5
Claire Greene,18619684,The Time Traveler's Wife,4
Kat Kennedy,18619684,The Time Traveler's Wife,2
Bionic Jean,18619684,The Time Traveler's Wife,3
Jonathan Ashleigh,18619684,The Time Traveler's Wife,4
Maggie Stiefvater,18619684,The Time Traveler's Wife,5
Tharindu Dissanayake,136251,Harry Potter and the Deathly Hallows,5
Mohammed Arabey,136251,Harry Potter and the Deathly Hallows,5
jessica yeung,136251,Harry Potter and the Deathly Hallows,5
Chelsea Humphrey,136251,Harry Potter and the Deathly Hallows,5
Luffy Sempai,136251,Harry Potter and the Deathly Hallows,5
Nilufer Ozmekik,136251,Harry Potter and the Deathly Hallows,5
Mohammed Arabey,136251,Harry Potter and the Deathly Hallows,5
Sean Barrs,136251,Harry Potter and the Deathly Hallows,5
Aj the Ravenous Reader,136251,Harry Potter and the Deathly Hallows,5
Julie G,136251,Harry Potter and the Deathly Hallows,5
